county,year_month,year,month,pop_est,adult_pop,democratic_active,republican_active,no_party_active,other_active,total_active,democratic_inactive,republican_inactive,no_party_inactive,other_inactive,total_inactive,grand_total,file_path,libertarian_active,libertarian_inactive,dem_active_pct,rep_active_pct,no_party_active_pct,lib_active_pct,two_party_active_pct,active_pct,inactive_pct,reg_pct,dem_reg_pct,rep_reg_pct,two_party_reg_pct
Plymouth,2021-10,2021,10,25731,19295,2774,8478,4134,94,15480,450,820,1193,33,2496,17976,Voter Registration/data_csv/2021-10.csv,NA,NA,0.15431686693368937,0.47162883845126835,0.22997329773030709,NA,0.6259457053849578,0.8611481975967957,0.13885180240320427,0.9316403213267686,0.16708991966830786,0.4818864990930293,0.6489764187613372
Pocahontas,2021-10,2021,10,7039,5422,757,2182,1251,28,4218,151,186,385,10,732,4950,Voter Registration/data_csv/2021-10.csv,NA,NA,0.15292929292929294,0.4408080808080808,0.25272727272727274,NA,0.5937373737373738,0.8521212121212122,0.1478787878787879,0.9129472519365548,0.16746587974917004,0.4367392106233862,0.6042050903725562
Polk,2021-10,2021,10,497842,375499,119062,79735,78051,2861,279709,17391,9009,19273,818,46491,326200,Voter Registration/data_csv/2021-10.csv,NA,NA,0.364996934396076,0.24443592887798896,0.2392734518700184,NA,0.609432863274065,0.8574770079705702,0.1425229920294298,0.8687107022921499,0.36339111422400594,0.23633618198716907,0.599727296211175
Pottawattamie,2021-10,2021,10,93410,71700,14589,21243,14494,573,50899,3318,3267,6053,263,12901,63800,Voter Registration/data_csv/2021-10.csv,NA,NA,0.22866771159874608,0.3329623824451411,0.22717868338557995,NA,0.5616300940438872,0.7977899686520377,0.2022100313479624,0.8898186889818689,0.2497489539748954,0.3418410041841004,0.5915899581589958
Poweshiek,2021-10,2021,10,18624,14918,3578,3768,3885,66,11297,1331,393,1241,19,2984,14281,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2505426790840978,0.2638470695329459,0.2720397731251313,NA,0.5143897486170437,0.791051046845459,0.208948953154541,0.9572999061536399,0.3290655583858426,0.2789247888456898,0.6079903472315324
Ringgold,2021-10,2021,10,4632,3565,508,1898,483,11,2900,82,139,154,2,377,3277,Voter Registration/data_csv/2021-10.csv,NA,NA,0.1550198352151358,0.5791882819652121,0.14739090631675314,NA,0.7342081171803478,0.8849557522123894,0.11504424778761062,0.9192145862552594,0.16549789621318373,0.5713884992987377,0.7368863955119214
Sac,2021-10,2021,10,9768,7570,1100,3401,1660,21,6182,144,293,592,7,1036,7218,Voter Registration/data_csv/2021-10.csv,NA,NA,0.15239678581324467,0.471183153228041,0.22998060404544196,NA,0.6235799390412857,0.856469936270435,0.14353006372956498,0.9535006605019815,0.164332892998679,0.4879788639365918,0.6523117569352708
Scott,2021-10,2021,10,174225,133387,35270,30685,35363,917,102235,8241,4815,14459,368,27883,130118,Voter Registration/data_csv/2021-10.csv,NA,NA,0.27106165173150526,0.23582440553958714,0.2717763875866521,NA,0.5068860572710924,0.7857098940961281,0.21429010590387187,0.9754923643233598,0.32620120401538383,0.26614287749180954,0.5923440815071934
Shelby,2021-10,2021,10,11780,9089,1651,3786,2112,32,7581,206,335,473,18,1032,8613,Voter Registration/data_csv/2021-10.csv,NA,NA,0.19168698479043306,0.4395680947405085,0.24521072796934865,NA,0.6312550795309415,0.8801811215604319,0.1198188784395681,0.947629002090439,0.20431290571019914,0.45340521509517,0.6577181208053692
Sioux,2021-10,2021,10,35959,26055,1877,15234,3458,77,20646,306,1228,854,26,2414,23060,Voter Registration/data_csv/2021-10.csv,NA,NA,0.08139635732870772,0.6606244579358196,0.1499566348655681,NA,0.7420208152645273,0.895316565481353,0.104683434518647,0.8850508539627711,0.08378430243715218,0.6318173095375168,0.715601611974669
Story,2021-10,2021,10,99679,83481,20707,15411,18063,656,54837,4593,3279,6715,299,14886,69723,Voter Registration/data_csv/2021-10.csv,NA,NA,0.29698951565480547,0.22103179725485134,0.259068026332774,NA,0.5180213129096568,0.7864979992255067,0.21350200077449336,0.8351960326301793,0.3030629724128844,0.2238832788299134,0.5269462512427978
Tama,2021-10,2021,10,16898,12884,2836,3473,3431,76,9816,391,300,1057,9,1757,11573,Voter Registration/data_csv/2021-10.csv,NA,NA,0.24505314093147845,0.30009504882053056,0.296465912036637,NA,0.545148189752009,0.84818111120712,0.15181888879287997,0.8982458863706924,0.250465693883887,0.2928438373176032,0.5433095312014902
Taylor,2021-10,2021,10,5866,4490,587,1985,904,28,3504,92,172,289,8,561,4065,Voter Registration/data_csv/2021-10.csv,NA,NA,0.14440344403444033,0.4883148831488315,0.22238622386223864,NA,0.6327183271832718,0.8619926199261992,0.13800738007380073,0.9053452115812918,0.1512249443207127,0.4804008908685969,0.6316258351893096
Union,2021-10,2021,10,12049,9309,1467,3211,2190,42,6910,245,254,880,14,1393,8303,Voter Registration/data_csv/2021-10.csv,NA,NA,0.17668312658075394,0.38672768878718533,0.26376008671564494,NA,0.5634108153679392,0.8322293147055281,0.16777068529447187,0.8919325384036954,0.1839080459770115,0.3722204318401547,0.5561284778171662
Van Buren,2021-10,2021,10,7258,5561,748,2312,1116,30,4206,133,227,401,7,768,4974,Voter Registration/data_csv/2021-10.csv,NA,NA,0.15038198632891034,0.46481704865299556,0.2243667068757539,NA,0.6151990349819059,0.8455971049457177,0.15440289505428226,0.894443445423485,0.1584247437511239,0.45657255889228554,0.6149973026434095
Wapello,2021-10,2021,10,35295,26891,6300,5694,5266,118,17378,1385,756,1985,43,4169,21547,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2923840905926579,0.2642595256880308,0.24439597159697404,NA,0.5566436162806887,0.8065159883046363,0.1934840116953636,0.8012718009743036,0.2857833475884125,0.23985720129411328,0.5256405488825258
Warren,2021-10,2021,10,53485,40298,10160,12829,10182,265,33436,1096,1146,2218,78,4538,37974,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2675514825933534,0.3378364143887923,0.2681308263548744,NA,0.6053878969821457,0.8804971822826144,0.11950281771738558,0.9423296441510745,0.279319072906844,0.3467914040399027,0.6261104769467467
Washington,2021-10,2021,10,22522,16942,3244,5614,4191,99,13148,416,597,1203,42,2258,15406,Voter Registration/data_csv/2021-10.csv,NA,NA,0.21056731143710242,0.3644034791639621,0.2720368687524341,NA,0.5749707906010645,0.8534337271193042,0.14656627288069582,0.9093377405265022,0.21603116515169402,0.3666037067642545,0.5826348719159485
Wayne,2021-10,2021,10,6531,4795,756,1597,971,18,3342,110,155,226,4,495,3837,Voter Registration/data_csv/2021-10.csv,NA,NA,0.1970289288506646,0.4162105811832161,0.25306228824602556,NA,0.6132395100338807,0.870992963252541,0.12900703674745895,0.800208550573514,0.18060479666319082,0.3653806047966632,0.545985401459854
Webster,2021-10,2021,10,37170,29246,6451,7263,6338,158,20210,1328,968,2638,62,4996,25206,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2559311275093232,0.28814567960009524,0.2514480679203364,NA,0.5440768071094184,0.8017932238355947,0.1982067761644053,0.8618614511386172,0.2659850919783902,0.28144019695001027,0.5474252889284005
Winnebago,2021-10,2021,10,10661,8287,1575,2839,2237,41,6692,245,269,747,12,1273,7965,Voter Registration/data_csv/2021-10.csv,NA,NA,0.1977401129943503,0.3564344005021971,0.28085373509102324,NA,0.5541745134965474,0.8401757689893283,0.1598242310106717,0.9611439604199349,0.21962109327862916,0.37504525159888985,0.594666344877519
Winneshiek,2021-10,2021,10,19935,16166,4277,4496,4148,52,12973,703,355,994,26,2078,15051,Voter Registration/data_csv/2021-10.csv,NA,NA,0.28416716497242706,0.29871769317653313,0.27559630589329615,NA,0.5828848581489602,0.8619360839811309,0.13806391601886916,0.9310280836323147,0.308053940368675,0.3000742298651491,0.6081281702338242
Woodbury,2021-10,2021,10,105749,78215,15740,20595,13944,412,50691,3833,2838,6099,134,12904,63595,Voter Registration/data_csv/2021-10.csv,NA,NA,0.24750373457032784,0.32384621432502553,0.21926252063841498,NA,0.5713499488953534,0.7970909662709332,0.20290903372906674,0.8130793326088346,0.25024611647382217,0.2995972639519274,0.5498433804257495
Worth,2021-10,2021,10,7377,5832,1256,1933,1654,24,4867,145,151,418,3,717,5584,Voter Registration/data_csv/2021-10.csv,NA,NA,0.22492836676217765,0.3461676217765043,0.29620343839541546,NA,0.5710959885386819,0.8715974212034384,0.1284025787965616,0.9574759945130316,0.24022633744855967,0.35733882030178327,0.5975651577503429
Wright,2021-10,2021,10,12813,9487,1586,3290,1985,32,6893,269,314,581,13,1177,8070,Voter Registration/data_csv/2021-10.csv,NA,NA,0.19653035935563817,0.4076827757125155,0.2459727385377943,NA,0.6042131350681537,0.8541511771995043,0.14584882280049566,0.8506377147675767,0.19553072625698323,0.37988826815642457,0.5754189944134078
Adair,2021-11,2021,11,7524,5820,923,2145,1552,21,4641,115,193,445,8,761,5402,Voter Registration/data_csv/2021-11.csv,NA,NA,0.17086264346538318,0.39707515734912996,0.28730099962976674,NA,0.5679378008145132,0.8591262495372084,0.14087375046279155,0.9281786941580756,0.17835051546391753,0.40171821305841926,0.5800687285223368
Adams,2021-11,2021,11,3638,2839,498,1119,824,10,2451,48,72,257,0,377,2828,Voter Registration/data_csv/2021-11.csv,NA,NA,0.1760961810466761,0.39568599717114566,0.2913719943422914,NA,0.5717821782178217,0.8666902404526167,0.1333097595473833,0.9961253962662909,0.1923212398731948,0.41951391334977106,0.6118351532229659
Allamakee,2021-11,2021,11,13968,10593,2005,3979,2283,37,8304,278,397,750,13,1438,9742,Voter Registration/data_csv/2021-11.csv,NA,NA,0.20580989529870664,0.4084376924656128,0.23434613015807843,NA,0.6142475877643194,0.852391706015192,0.14760829398480804,0.9196639290097234,0.21551968280940242,0.41310299254224486,0.6286226753516473
Appanoose,2021-11,2021,11,12269,9536,1767,3290,2214,52,7323,380,350,762,11,1503,8826,Voter Registration/data_csv/2021-11.csv,NA,NA,0.2002039428959891,0.3727622932245638,0.25084976206662135,NA,0.5729662361205529,0.8297076818490823,0.17029231815091775,0.9255453020134228,0.2251468120805369,0.38171140939597314,0.60685822147651
Audubon,2021-11,2021,11,5645,4441,907,1848,918,18,3691,93,174,294,3,564,4255,Voter Registration/data_csv/2021-11.csv,NA,NA,0.21316098707403056,0.4343125734430082,0.21574618096357226,NA,0.6474735605170387,0.8674500587544066,0.1325499412455934,0.9581175410943481,0.22517451024544022,0.4553028597162801,0.6804773699617204
Benton,2021-11,2021,11,25738,19780,3904,6050,5933,119,16006,451,441,1460,30,2382,18388,Voter Registration/data_csv/2021-11.csv,NA,NA,0.21231237763758973,0.3290189253861214,0.32265608005220797,NA,0.5413313030237111,0.870458994996737,0.129541005003263,0.9296258847320525,0.22017189079878666,0.328159757330637,0.5483316481294237
Black Hawk,2021-11,2021,11,130576,101925,28671,20712,22841,608,72832,5229,2461,6790,201,14681,87513,Voter Registration/data_csv/2021-11.csv,NA,NA,0.3276198964725241,0.23667340852216243,0.2610012226754882,NA,0.5642933049946866,0.8322420668929188,0.16775793310708123,0.8586019131714496,0.33259749816041206,0.2273534461613932,0.5599509443218053
Boone,2021-11,2021,11,26761,21175,5054,6194,5554,135,16937,580,617,1661,41,2899,19836,Voter Registration/data_csv/2021-11.csv,NA,NA,0.2547892720306513,0.31226053639846746,0.2799959669288163,NA,0.5670498084291188,0.8538515829804396,0.14614841701956038,0.9367650531286895,0.2660684769775679,0.3216528925619835,0.5877213695395513
Bremer,2021-11,2021,11,25118,19444,4102,5412,6156,89,15759,524,425,1265,22,2236,17995,Voter Registration/data_csv/2021-11.csv,NA,NA,0.2279522089469297,0.3007502083912198,0.3420950263962212,NA,0.5287024173381495,0.875743262017227,0.124256737982773,0.9254782966467805,0.23791400946307345,0.30019543303846946,0.5381094425015429
Buchanan,2021-11,2021,11,20703,15375,3422,3661,4867,56,12006,347,277,1346,14,1984,13990,Voter Registration/data_csv/2021-11.csv,NA,NA,0.24460328806290207,0.26168691922802,0.347891350964975,NA,0.5062902072909221,0.8581844174410294,0.1418155825589707,0.9099186991869919,0.2451382113821138,0.256130081300813,0.5012682926829268
Buena Vista,2021-11,2021,11,20790,15189,2547,3922,2990,73,9532,746,534,1279,19,2578,12110,Voter Registration/data_csv/2021-11.csv,NA,NA,0.21032204789430223,0.3238645747316268,0.24690338563170933,NA,0.534186622625929,0.7871180842279109,0.21288191577208918,0.7972875106985319,0.2168016327605504,0.29337020211995524,0.5101718348805057
Butler,2021-11,2021,11,14348,11107,1750,4500,2613,51,8914,181,340,745,11,1277,10191,Voter Registration/data_csv/2021-11.csv,NA,NA,0.17172014522617995,0.44156608772446276,0.25640270827200473,NA,0.6132862329506428,0.8746933568835247,0.12530664311647532,0.9175294859097867,0.17385432610065724,0.4357612316557126,0.6096155577563699
Calhoun,2021-11,2021,11,9895,7766,1163,2714,1939,40,5856,155,221,506,14,896,6752,Voter Registration/data_csv/2021-11.csv,NA,NA,0.17224526066350712,0.40195497630331756,0.2871741706161137,NA,0.5742002369668247,0.8672985781990521,0.13270142180094788,0.8694308524336853,0.16971413855266546,0.37792943600309037,0.5476435745557559
Carroll,2021-11,2021,11,20740,15646,3181,4907,4587,80,12755,409,458,1126,23,2016,14771,Voter Registration/data_csv/2021-11.csv,NA,NA,0.2153544106695552,0.3322049962764877,0.3105409247850518,NA,0.5475594069460429,0.8635163496039537,0.13648365039604632,0.9440751629809536,0.2294516170267161,0.3428991435510674,0.5723507605777834
Cass,2021-11,2021,11,13089,10101,1483,4307,2251,46,8087,207,525,751,18,1501,9588,Voter Registration/data_csv/2021-11.csv,NA,NA,0.15467250730079266,0.44920734251147265,0.2347726324572382,NA,0.6038798498122653,0.8434501460158531,0.15654985398414686,0.9492129492129492,0.16731016731016732,0.47836847836847834,0.6456786456786456
Cedar,2021-11,2021,11,18436,14443,3154,4289,3889,86,11418,309,328,817,28,1482,12900,Voter Registration/data_csv/2021-11.csv,NA,NA,0.24449612403100776,0.33248062015503876,0.30147286821705427,NA,0.5769767441860465,0.8851162790697674,0.11488372093023255,0.8931662397008931,0.23977013085923976,0.31967042858131967,0.5594405594405594
Cerro Gordo,2021-11,2021,11,42761,33828,8227,8000,9855,161,26243,1185,848,2849,43,4925,31168,Voter Registration/data_csv/2021-11.csv,NA,NA,0.2639566221765914,0.25667351129363447,0.316189681724846,NA,0.5206301334702259,0.8419853696098563,0.15801463039014374,0.921366914981672,0.2782310512001892,0.2615584722714911,0.5397895234716803
Cherokee,2021-11,2021,11,11535,8973,1256,4006,1781,30,7073,221,329,707,8,1265,8338,Voter Registration/data_csv/2021-11.csv,NA,NA,0.15063564403933796,0.48045094746941713,0.21360038378508037,NA,0.6310865915087551,0.8482849604221636,0.1517150395778364,0.9292321408670455,0.16460492588877745,0.48311601471079907,0.6477209405995765
Chickasaw,2021-11,2021,11,11883,9086,2124,2596,2413,35,7168,244,192,703,11,1150,8318,Voter Registration/data_csv/2021-11.csv,NA,NA,0.25534984371243086,0.3120942534263044,0.29009377254147634,NA,0.5674440971387353,0.8617456119259438,0.13825438807405627,0.9154743561523222,0.2606207351970064,0.30684569667620515,0.5674664318732116
Clarke,2021-11,2021,11,9756,7214,1277,2214,1605,41,5137,226,228,557,12,1023,6160,Voter Registration/data_csv/2021-11.csv,NA,NA,0.2073051948051948,0.3594155844155844,0.26055194805194803,NA,0.5667207792207792,0.8339285714285715,0.16607142857142856,0.8538952037704464,0.20834488494593845,0.33850845578042693,0.5468533407263654
Clay,2021-11,2021,11,16454,12675,1915,5213,2802,80,10010,299,552,957,18,1826,11836,Voter Registration/data_csv/2021-11.csv,NA,NA,0.16179452517742482,0.44043595809395064,0.23673538357553228,NA,0.6022304832713754,0.845724907063197,0.15427509293680297,0.9338067061143984,0.17467455621301775,0.45483234714003945,0.6295069033530571
Clayton,2021-11,2021,11,17053,13391,2923,3841,3672,75,10511,334,375,804,16,1529,12040,Voter Registration/data_csv/2021-11.csv,NA,NA,0.24277408637873754,0.3190199335548173,0.30498338870431896,NA,0.5617940199335548,0.8730066445182725,0.12699335548172758,0.8991113434396236,0.24322306026435667,0.31483832424762903,0.5580613845119857
Clinton,2021-11,2021,11,46483,35856,8905,8870,9848,192,27815,1542,866,3400,66,5874,33689,Voter Registration/data_csv/2021-11.csv,NA,NA,0.2643296031345543,0.2632906883552495,0.292320935616967,NA,0.5276202914898038,0.8256404167532428,0.1743595832467571,0.9395638107987505,0.2913598839803659,0.2715305667112896,0.5628904506916554
Crawford,2021-11,2021,11,16232,12153,2011,3466,2672,55,8204,501,379,904,22,1806,10010,Voter Registration/data_csv/2021-11.csv,NA,NA,0.2008991008991009,0.3462537462537463,0.26693306693306695,NA,0.5471528471528472,0.8195804195804196,0.18041958041958042,0.8236649386982638,0.20669793466633754,0.3163827861433391,0.5230807208096766
Dallas,2021-11,2021,11,104174,76120,18412,21774,20697,530,61413,1798,1995,4322,137,8252,69665,Voter Registration/data_csv/2021-11.csv,NA,NA,0.2642934041484246,0.31255293188832267,0.2970932318954999,NA,0.5768463360367473,0.8815474054403215,0.11845259455967846,0.9151996847083552,0.2655018392012612,0.3122569626904887,0.5777588018917499
Davis,2021-11,2021,11,9150,6392,1319,2024,1103,19,4465,151,200,313,10,674,5139,Voter Registration/data_csv/2021-11.csv,NA,NA,0.25666472076279434,0.3938509437633781,0.21463319712006226,NA,0.6505156645261725,0.8688460790036973,0.13115392099630277,0.8039737171464331,0.2299749687108886,0.3479349186483104,0.577909887359199
Decatur,2021-11,2021,11,7668,5923,1077,1864,1191,21,4153,274,198,319,15,806,4959,Voter Registration/data_csv/2021-11.csv,NA,NA,0.21718088324258925,0.37588223432143575,0.24016938898971568,NA,0.593063117564025,0.8374672312966324,0.1625327687033676,0.8372446395407732,0.22809387134897857,0.3481343913557319,0.5762282627047104
Delaware,2021-11,2021,11,17553,13425,2354,4603,3951,51,10959,249,283,709,13,1254,12213,Voter Registration/data_csv/2021-11.csv,NA,NA,0.1927454351920085,0.37689347416687136,0.3235077376565954,NA,0.5696389093588798,0.897322525178089,0.10267747482191107,0.9097206703910614,0.19389199255121042,0.36394785847299815,0.5578398510242086
Des Moines,2021-11,2021,11,38506,29843,8722,6942,6684,179,22527,1744,911,2497,58,5210,27737,Voter Registration/data_csv/2021-11.csv,NA,NA,0.3144536179110935,0.25027941017413563,0.24097775534484622,NA,0.5647330280852292,0.812164257129466,0.18783574287053395,0.9294306872633449,0.35070200717086086,0.2631437858124183,0.6138457929832792
Dickinson,2021-11,2021,11,17868,14407,2560,6157,3601,87,12405,343,600,938,29,1910,14315,Voter Registration/data_csv/2021-11.csv,NA,NA,0.17883339154732797,0.4301082780300384,0.25155431365700315,NA,0.6089416695773664,0.8665735242752358,0.13342647572476424,0.9936142153120011,0.20149927118761712,0.46900812105226625,0.6705073922398834
Dubuque,2021-11,2021,11,98854,76471,24287,18407,17198,496,60388,3392,2087,4669,150,10298,70686,Voter Registration/data_csv/2021-11.csv,NA,NA,0.34358996123702007,0.2604051721698781,0.24330136094841978,NA,0.6039951334068981,0.8543134425487366,0.14568655745126333,0.9243504073439605,0.3619542048619738,0.26799701847759283,0.6299512233395667
