county,year_month,year,month,pop_est,adult_pop,democratic_active,republican_active,no_party_active,other_active,total_active,democratic_inactive,republican_inactive,no_party_inactive,other_inactive,total_inactive,grand_total,file_path,libertarian_active,libertarian_inactive,dem_active_pct,rep_active_pct,no_party_active_pct,lib_active_pct,two_party_active_pct,active_pct,inactive_pct,reg_pct,dem_reg_pct,rep_reg_pct,two_party_reg_pct
Washington,2021-09,2021,9,22522,16942,3246,5618,4193,99,13156,417,600,1205,42,2264,15420,Voter Registration/data_csv/2021-09.csv,NA,NA,0.2105058365758755,0.3643320363164721,0.2719195849546044,NA,0.5748378728923476,0.853177691309987,0.14682230869001298,0.9101640892456617,0.2162082398772282,0.36701688112383424,0.5832251210010624
Wayne,2021-09,2021,9,6531,4795,756,1593,972,18,3339,110,155,226,4,495,3834,Voter Registration/data_csv/2021-09.csv,NA,NA,0.19718309859154928,0.4154929577464789,0.2535211267605634,NA,0.6126760563380281,0.8708920187793427,0.12910798122065728,0.7995828988529718,0.18060479666319082,0.3645464025026069,0.5451511991657977
Webster,2021-09,2021,9,37170,29246,6453,7264,6341,158,20216,1328,968,2639,62,4997,25213,Voter Registration/data_csv/2021-09.csv,NA,NA,0.2559393963431563,0.2881053424820529,0.2514972434855035,NA,0.5440447388252092,0.80180859080633,0.19819140919366993,0.8621008001094167,0.2660534773986186,0.28147438966012445,0.5475278670587431
Winnebago,2021-09,2021,9,10661,8287,1574,2842,2234,41,6691,245,269,747,12,1273,7964,Voter Registration/data_csv/2021-09.csv,NA,NA,0.19763937719738825,0.35685585133098946,0.2805123053741838,NA,0.5544952285283777,0.8401557006529382,0.1598442993470618,0.961023289489562,0.2195004223482563,0.37540726439000843,0.5949076867382648
Winneshiek,2021-09,2021,9,19935,16166,4279,4495,4148,52,12974,703,355,995,26,2079,15053,Voter Registration/data_csv/2021-09.csv,NA,NA,0.2842622733010031,0.2986115724440311,0.2755596890985186,NA,0.5828738457450342,0.8618879957483558,0.1381120042516442,0.9311518000742298,0.3081776568105901,0.30001237164419153,0.6081900284547817
Woodbury,2021-09,2021,9,105749,78215,15739,20599,13939,412,50689,3834,2840,6100,134,12908,63597,Voter Registration/data_csv/2021-09.csv,NA,NA,0.2474802270547353,0.3238989260499709,0.21917700520464803,NA,0.5713791531047062,0.7970344513105964,0.20296554868940359,0.8131049031515694,0.25024611647382217,0.2996739755801317,0.5499200920539539
Worth,2021-09,2021,9,7377,5832,1257,1931,1654,24,4866,145,151,418,3,717,5583,Voter Registration/data_csv/2021-09.csv,NA,NA,0.22514777001612035,0.3458713953071825,0.29625649292495077,NA,0.5710191653233029,0.8715744223535733,0.12842557764642665,0.9573045267489712,0.24039780521262002,0.35699588477366256,0.5973936899862826
Wright,2021-09,2021,9,12813,9487,1587,3287,1982,32,6888,269,317,581,13,1180,8068,Voter Registration/data_csv/2021-09.csv,NA,NA,0.1967030242935052,0.40741199801685674,0.24566187407040158,NA,0.604115022310362,0.8537431829449678,0.14625681705503224,0.8504268999683777,0.1956361336565827,0.37988826815642457,0.5755244018130072
Adair,2021-10,2021,10,7524,5820,924,2144,1549,22,4639,118,197,447,8,770,5409,Voter Registration/data_csv/2021-10.csv,NA,NA,0.17082640044370492,0.3963764096875578,0.2863745609169902,NA,0.5672028101312627,0.8576446662969126,0.14235533370308745,0.9293814432989691,0.17903780068728523,0.40223367697594503,0.5812714776632303
Adams,2021-10,2021,10,3638,2839,504,1114,805,10,2433,49,76,262,0,387,2820,Voter Registration/data_csv/2021-10.csv,NA,NA,0.17872340425531916,0.3950354609929078,0.2854609929078014,NA,0.573758865248227,0.8627659574468085,0.1372340425531915,0.9933075026417753,0.194786896794646,0.41916167664670656,0.6139485734413526
Allamakee,2021-10,2021,10,13968,10593,2015,3947,2268,36,8266,280,408,751,13,1452,9718,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2073471907799959,0.4061535295328257,0.23338135418810455,NA,0.6135007203128215,0.8505865404404198,0.14941345955958016,0.9173982818842632,0.21665250637213254,0.4111205513074672,0.6277730576795998
Appanoose,2021-10,2021,10,12269,9536,1782,3226,2132,50,7190,382,358,776,12,1528,8718,Voter Registration/data_csv/2021-10.csv,NA,NA,0.20440467997247075,0.37003899977058957,0.2445515026382198,NA,0.5744436797430603,0.8247304427621014,0.1752695572378986,0.9142197986577181,0.2269295302013423,0.37583892617449666,0.602768456375839
Audubon,2021-10,2021,10,5645,4441,914,1846,904,16,3680,95,180,299,3,577,4257,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2147051914493775,0.43363871270848015,0.21235611933286352,NA,0.6483439041578576,0.8644585388771435,0.13554146112285648,0.958567890114839,0.22720108083764917,0.4562035577572619,0.6834046385949111
Benton,2021-10,2021,10,25738,19780,3908,6034,5860,119,15921,456,455,1475,29,2415,18336,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2131326352530541,0.32907940663176266,0.3195898778359511,NA,0.5422120418848168,0.8682918848167539,0.13170811518324607,0.9269969666329626,0.22062689585439837,0.32805864509605664,0.548685540950455
Black Hawk,2021-10,2021,10,130576,101925,28790,20714,22403,602,72509,5309,2517,6861,207,14894,87403,Voter Registration/data_csv/2021-10.csv,NA,NA,0.3293937279040765,0.23699415351875794,0.2563184330057321,NA,0.5663878814228345,0.8295939498644211,0.17040605013557886,0.8575226882511651,0.33454991415256313,0.2279224920284523,0.5624724061810155
Boone,2021-10,2021,10,26761,21175,5077,6171,5426,131,16805,597,629,1685,41,2952,19757,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2569722123804221,0.31234499164852964,0.27463683757655516,NA,0.5693172040289518,0.8505846029255454,0.14941539707445461,0.933034238488784,0.26795749704840616,0.32113341204250295,0.5890909090909091
Bremer,2021-10,2021,10,25118,19444,4107,5405,6078,88,15678,532,435,1278,22,2267,17945,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2288659793814433,0.3011981053218167,0.3387015881861243,NA,0.5300640847032599,0.8736695458344943,0.1263304541655057,0.9229068092984982,0.23858259617362682,0.3003497222793664,0.5389323184529933
Buchanan,2021-10,2021,10,20703,15375,3432,3643,4795,55,11925,354,286,1359,13,2012,13937,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2462509865824783,0.26139054315849897,0.34404821697639376,NA,0.5076415297409773,0.8556360766305517,0.14436392336944823,0.9064715447154471,0.2462439024390244,0.25554471544715446,0.5017886178861788
Buena Vista,2021-10,2021,10,20790,15189,2537,3897,2961,72,9467,752,539,1289,19,2599,12066,Voter Registration/data_csv/2021-10.csv,NA,NA,0.21026023537212002,0.3229736449527598,0.24540029835902535,NA,0.5332338803248798,0.7846013591911155,0.21539864080888446,0.7943906774639542,0.2165382842846797,0.29205345974060176,0.5085917440252814
Butler,2021-10,2021,10,14348,11107,1763,4478,2566,49,8856,182,346,752,11,1291,10147,Voter Registration/data_csv/2021-10.csv,NA,NA,0.17374593475904207,0.4413127032620479,0.2528826254065241,NA,0.61505863802109,0.8727702769291417,0.1272297230708584,0.913568020167462,0.1751147924732151,0.43432069865850365,0.6094354911317188
Calhoun,2021-10,2021,10,9895,7766,1167,2700,1902,39,5808,156,224,514,14,908,6716,Voter Registration/data_csv/2021-10.csv,NA,NA,0.17376414532459797,0.40202501488981535,0.2832042882668255,NA,0.5757891602144133,0.8648004764740918,0.13519952352590828,0.864795261395828,0.17035797064125677,0.37651300540818955,0.5468709760494463
Carroll,2021-10,2021,10,20740,15646,3197,4853,4482,77,12609,419,475,1182,23,2099,14708,Voter Registration/data_csv/2021-10.csv,NA,NA,0.21736469948327442,0.3299564862659777,0.3047321185749252,NA,0.5473211857492521,0.8572885504487354,0.1427114495512646,0.9400485747155822,0.2311133836124249,0.3405343218714048,0.5716477054838297
Cass,2021-10,2021,10,13089,10101,1482,4312,2195,46,8035,212,530,768,19,1529,9564,Voter Registration/data_csv/2021-10.csv,NA,NA,0.1549560853199498,0.4508573818485989,0.2295064826432455,NA,0.6058134671685487,0.84012965286491,0.1598703471350899,0.9468369468369469,0.1677061677061677,0.47935847935847936,0.6470646470646471
Cedar,2021-10,2021,10,18436,14443,3163,4289,3840,84,11376,317,331,831,29,1508,12884,Voter Registration/data_csv/2021-10.csv,NA,NA,0.24549829245575908,0.3328935113318845,0.29804408568767465,NA,0.5783918037876435,0.8829556038497361,0.1170443961502639,0.8920584366128921,0.24094717164024096,0.31987814166031986,0.5608253133005608
Cerro Gordo,2021-10,2021,10,42761,33828,8261,7984,9754,162,26161,1210,869,2884,43,5006,31167,Voter Registration/data_csv/2021-10.csv,NA,NA,0.26505598870600316,0.25616838322584784,0.31295921968748996,NA,0.521224371931851,0.8393813969904065,0.1606186030095935,0.9213373536715147,0.2799751684994679,0.2617062788222774,0.5416814473217453
Cherokee,2021-10,2021,10,11535,8973,1263,4012,1755,30,7060,224,335,711,8,1278,8338,Voter Registration/data_csv/2021-10.csv,NA,NA,0.15147517390261453,0.48117054449508273,0.21048213000719598,NA,0.6326457183976972,0.8467258335332214,0.1532741664667786,0.9292321408670455,0.16571938036331216,0.4844533600802407,0.6501727404435529
Chickasaw,2021-10,2021,10,11883,9086,2131,2587,2399,35,7152,251,197,717,12,1177,8329,Voter Registration/data_csv/2021-10.csv,NA,NA,0.255853043582663,0.31060151278664905,0.2880297754832513,NA,0.566454556369312,0.8586865169888342,0.1413134830111658,0.9166850099053488,0.262161567246313,0.30640545894783183,0.5685670261941449
Clarke,2021-10,2021,10,9756,7214,1279,2223,1584,41,5127,233,234,558,13,1038,6165,Voter Registration/data_csv/2021-10.csv,NA,NA,0.20746147607461476,0.3605839416058394,0.2569343065693431,NA,0.5680454176804541,0.8316301703163017,0.1683698296836983,0.8545883005267535,0.20959245910729138,0.3405877460493485,0.5501802051566399
Clay,2021-10,2021,10,16454,12675,1912,5178,2730,72,9892,306,556,963,19,1844,11736,Voter Registration/data_csv/2021-10.csv,NA,NA,0.1629175187457396,0.44120654396728015,0.23261758691206544,NA,0.6041240627130198,0.8428766189502386,0.15712338104976142,0.9259171597633136,0.17499013806706115,0.45238658777120316,0.6273767258382643
Clayton,2021-10,2021,10,17053,13391,2942,3832,3615,72,10461,343,378,823,16,1560,12021,Voter Registration/data_csv/2021-10.csv,NA,NA,0.24473837451127195,0.318775476249896,0.3007237334664337,NA,0.5635138507611679,0.8702271025705016,0.12977289742949838,0.8976924800238967,0.24531401687700694,0.3143902621163468,0.5597042789933537
Clinton,2021-10,2021,10,46483,35856,8930,8866,9685,188,27669,1563,883,3436,68,5950,33619,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2656236056991582,0.2637199202831732,0.2880811445908564,NA,0.5293435259823314,0.8230167464826438,0.17698325351735625,0.937611557340473,0.29264279339580546,0.27189312806782684,0.5645359214636323
Crawford,2021-10,2021,10,16232,12153,2030,3441,2623,52,8146,502,386,917,22,1827,9973,Voter Registration/data_csv/2021-10.csv,NA,NA,0.20354958387646646,0.3450315852802567,0.26301012734382834,NA,0.5485811691567232,0.8168053745111802,0.18319462548881982,0.8206204229408377,0.20834361885954086,0.3149016703694561,0.5232452892289969
Dallas,2021-10,2021,10,104174,76120,18349,21689,20268,521,60827,1821,2027,4367,140,8355,69182,Voter Registration/data_csv/2021-10.csv,NA,NA,0.26522794946662426,0.31350640339972824,0.29296637853776997,NA,0.5787343528663524,0.8792315920326096,0.12076840796739036,0.9088544403573305,0.26497635312664214,0.3115606936416185,0.5765370467682607
Davis,2021-10,2021,10,9150,6392,1324,2012,1083,18,4437,154,201,320,10,685,5122,Voter Registration/data_csv/2021-10.csv,NA,NA,0.25849277625927375,0.39281530652089025,0.21144084342053884,NA,0.651308082780164,0.8662631784459196,0.13373682155408043,0.8013141426783479,0.23122653316645808,0.3462140175219024,0.5774405506883604
Decatur,2021-10,2021,10,7668,5923,1077,1854,1173,22,4126,277,200,321,15,813,4939,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2180603361004252,0.3753796315043531,0.2374974691233043,NA,0.5934399676047784,0.8353917797124925,0.1646082202875076,0.8338679723113287,0.22860037143339523,0.34678372446395406,0.5753840958973493
Delaware,2021-10,2021,10,17553,13425,2365,4585,3929,51,10930,253,288,714,13,1268,12198,Voter Registration/data_csv/2021-10.csv,NA,NA,0.19388424331857682,0.37588129201508447,0.3221019839317921,NA,0.5697655353336613,0.8960485325463191,0.10395146745368093,0.9086033519553073,0.1950093109869646,0.3629795158286778,0.5579888268156424
Des Moines,2021-10,2021,10,38506,29843,8749,6927,6560,171,22407,1766,923,2532,61,5282,27689,Voter Registration/data_csv/2021-10.csv,NA,NA,0.31597385243237386,0.2501715482682654,0.23691718733070893,NA,0.5661454007006392,0.8092383256889017,0.19076167431109828,0.9278222698790336,0.35234393325067853,0.26304325972589887,0.6153871929765774
Dickinson,2021-10,2021,10,17868,14407,2571,6130,3550,81,12332,346,607,947,29,1929,14261,Voter Registration/data_csv/2021-10.csv,NA,NA,0.18028188766566158,0.4298436294789987,0.24893065002454245,NA,0.6101255171446602,0.8647359932683543,0.13526400673164574,0.9898660373429583,0.20247102103144304,0.46761990698965783,0.6700909280211009
Dubuque,2021-10,2021,10,98854,76471,24355,18315,16837,482,59989,3455,2139,4748,151,10493,70482,Voter Registration/data_csv/2021-10.csv,NA,NA,0.34554921824011803,0.2598535796373542,0.23888368661502227,NA,0.6054027978774723,0.8511251099571522,0.14887489004284782,0.9216827294006879,0.3636672725608401,0.26747394437106875,0.6311412169319088
Emmet,2021-10,2021,10,9334,7553,1496,1935,1943,36,5410,263,279,752,7,1301,6711,Voter Registration/data_csv/2021-10.csv,NA,NA,0.22291759797347638,0.28833258828788555,0.2895246610043213,NA,0.5112501862613619,0.8061391744896439,0.19386082551035613,0.8885211174367801,0.23288759433337747,0.2931285581887991,0.5260161525221766
Fayette,2021-10,2021,10,19295,15182,3138,4203,3562,63,10966,416,348,848,23,1635,12601,Voter Registration/data_csv/2021-10.csv,NA,NA,0.24902785493214824,0.3335449567494643,0.2826759780969764,NA,0.5825728116816126,0.8702483929846837,0.12975160701531624,0.8299960479515215,0.23409300487419313,0.29976287709129235,0.5338558819654855
Floyd,2021-10,2021,10,15465,11943,2557,2794,3639,56,9046,532,349,1171,19,2071,11117,Voter Registration/data_csv/2021-10.csv,NA,NA,0.23000809570927408,0.2513267967976972,0.3273365116488261,NA,0.48133489250697126,0.8137087343707835,0.18629126562921652,0.9308381478690446,0.2586452315163694,0.2631667085321946,0.521811940048564
Franklin,2021-10,2021,10,9952,7536,1150,2860,1599,34,5643,169,247,487,6,909,6552,Voter Registration/data_csv/2021-10.csv,NA,NA,0.1755189255189255,0.4365079365079365,0.24404761904761904,NA,0.6120268620268621,0.8612637362637363,0.13873626373626374,0.8694267515923567,0.17502653927813164,0.4122876857749469,0.5873142250530785
Fremont,2021-10,2021,10,6583,5126,862,2469,856,28,4215,172,298,363,15,848,5063,Voter Registration/data_csv/2021-10.csv,NA,NA,0.1702547896504049,0.4876555401935611,0.16906972150898678,NA,0.657910329843966,0.8325103693462375,0.1674896306537626,0.9877097151775264,0.2017167381974249,0.5397971127584862,0.741513850955911
Greene,2021-10,2021,10,8724,6773,1476,2384,1635,41,5536,204,254,527,8,993,6529,Voter Registration/data_csv/2021-10.csv,NA,NA,0.22606831061418287,0.36514014397304334,0.2504211977331904,NA,0.5912084545872263,0.8479093276152551,0.152090672384745,0.9639746050494611,0.2480437029381367,0.38948767163738374,0.6375313745755204
Grundy,2021-10,2021,10,12358,9488,1547,4099,2222,45,7913,172,314,596,6,1088,9001,Voter Registration/data_csv/2021-10.csv,NA,NA,0.17186979224530607,0.4553938451283191,0.2468614598377958,NA,0.6272636373736251,0.8791245417175869,0.12087545828241307,0.9486720067453626,0.1811762225969646,0.4651138279932546,0.6462900505902192
Guthrie,2021-10,2021,10,10588,8366,1585,2959,2394,54,6992,213,284,679,9,1185,8177,Voter Registration/data_csv/2021-10.csv,NA,NA,0.19383637030695855,0.361868655986303,0.2927724104194692,NA,0.5557050262932616,0.855081325669561,0.14491867433043903,0.9774085584508726,0.21491752330863018,0.38764044943820225,0.6025579727468324
Hamilton,2021-10,2021,10,14863,11337,2158,4115,2354,51,8678,286,352,798,14,1450,10128,Voter Registration/data_csv/2021-10.csv,NA,NA,0.21307266982622433,0.4062993680884676,0.23242496050552922,NA,0.619372037914692,0.8568325434439179,0.14316745655608215,0.8933580312251919,0.2155773132221928,0.39401958189997355,0.6095968951221664
Hancock,2021-10,2021,10,10680,8359,1362,3422,1926,37,6747,182,286,567,13,1048,7795,Voter Registration/data_csv/2021-10.csv,NA,NA,0.17472738935214882,0.4389993585631815,0.24708146247594612,NA,0.6137267479153303,0.8655548428479795,0.13444515715202052,0.9325278143318578,0.1847110898432827,0.4435937313075727,0.6283048211508554
Hardin,2021-10,2021,10,16702,13492,2371,4715,2743,56,9885,399,494,921,19,1833,11718,Voter Registration/data_csv/2021-10.csv,NA,NA,0.20233828298344428,0.4023724185014508,0.23408431472947602,NA,0.604710701484895,0.8435739887352791,0.15642601126472094,0.8685146753631782,0.2053068485028165,0.38608064037948414,0.5913874888823006
Harrison,2021-10,2021,10,14690,11239,1908,4438,2087,68,8501,170,293,363,15,841,9342,Voter Registration/data_csv/2021-10.csv,NA,NA,0.20423892100192678,0.47505887390280455,0.223399700278313,NA,0.6792977949047313,0.9099764504388782,0.09002354956112181,0.8312127413470949,0.1848918942966456,0.42094492392561617,0.6058368182222618
Henry,2021-10,2021,10,20382,16118,2546,5030,3431,71,11078,556,664,1686,37,2943,14021,Voter Registration/data_csv/2021-10.csv,NA,NA,0.18158476570857998,0.3587475928963697,0.24470437201340847,NA,0.5403323586049497,0.7901005634405535,0.20989943655944654,0.8698970095545353,0.19245563965752574,0.35326963643131903,0.5457252760888448
Howard,2021-10,2021,10,9496,7061,1491,1709,2209,29,5438,180,134,527,7,848,6286,Voter Registration/data_csv/2021-10.csv,NA,NA,0.23719376391982183,0.2718740057270124,0.35141584473433024,NA,0.5090677696468342,0.865097041043589,0.13490295895641108,0.8902421753292735,0.2366520322900439,0.26101118821696645,0.49766322050701034
Humboldt,2021-10,2021,10,9630,7338,1085,2782,1916,30,5813,134,231,440,9,814,6627,Voter Registration/data_csv/2021-10.csv,NA,NA,0.16372415874452995,0.4197977968915044,0.2891202655802022,NA,0.5835219556360344,0.8771691564810623,0.12283084351893768,0.9031071136549469,0.16612155900790407,0.41060234396293266,0.5767239029708368
Ida,2021-10,2021,10,6969,5229,698,2247,1311,14,4270,109,185,370,6,670,4940,Voter Registration/data_csv/2021-10.csv,NA,NA,0.14129554655870447,0.4548582995951417,0.2653846153846154,NA,0.5961538461538461,0.8643724696356275,0.13562753036437247,0.9447313061770893,0.15433161216293748,0.46509848919487473,0.6194301013578122
Iowa,2021-10,2021,10,16586,12717,2492,4552,3602,73,10719,301,365,887,24,1577,12296,Voter Registration/data_csv/2021-10.csv,NA,NA,0.20266753415744956,0.37020169160702665,0.29294079375406634,NA,0.5728692257644762,0.8717469095640858,0.12825309043591412,0.9668947078713533,0.2196272705826846,0.3866477942911064,0.606275064873791
Jackson,2021-10,2021,10,19399,15082,4494,3957,3876,49,12376,544,320,1374,9,2247,14623,Voter Registration/data_csv/2021-10.csv,NA,NA,0.30732407850646243,0.2706011078438077,0.26506188880530673,NA,0.5779251863502701,0.8463379607467688,0.15366203925323121,0.9695663705078902,0.33404057817265614,0.2835830791672192,0.6176236573398753
Jasper,2021-10,2021,10,37874,29538,7273,8042,7058,153,22526,1025,754,2110,26,3915,26441,Voter Registration/data_csv/2021-10.csv,NA,NA,0.27506523959003065,0.30414885972542643,0.2669339283688211,NA,0.5792140993154571,0.851934495669604,0.14806550433039598,0.8951520075834518,0.2809262644728824,0.2977859029047329,0.5787121673776152
Jefferson,2021-10,2021,10,15781,13132,3975,3290,2268,76,9609,612,310,760,24,1706,11315,Voter Registration/data_csv/2021-10.csv,NA,NA,0.3513035793194874,0.2907644719399028,0.2004418912947415,NA,0.6420680512593901,0.8492266902342024,0.15077330976579761,0.8616356990557417,0.34929942126104174,0.2741395065488882,0.6234389278099299
Johnson,2021-10,2021,10,155035,124679,47316,16388,25255,769,89728,8594,3504,8572,316,20986,110714,Voter Registration/data_csv/2021-10.csv,NA,NA,0.4273714254746464,0.14802102715103782,0.22811026609100926,NA,0.5753924526256842,0.8104485430930144,0.18955145690698558,0.887992364391758,0.4484315722776089,0.15954571339199064,0.6079772856695995
Jones,2021-10,2021,10,20826,16516,3030,4396,4535,53,12014,324,357,1203,13,1897,13911,Voter Registration/data_csv/2021-10.csv,NA,NA,0.21781324131981886,0.31600891380921575,0.32600100639781465,NA,0.5338221551290346,0.8636330961109913,0.1363669038890087,0.8422741583918625,0.20307580527972874,0.2877815451683216,0.49085735044805034
Keokuk,2021-10,2021,10,9902,7642,1414,2608,1724,32,5778,245,254,500,5,1004,6782,Voter Registration/data_csv/2021-10.csv,NA,NA,0.20849306989088764,0.3845473311707461,0.25420230020642876,NA,0.5930404010616337,0.8519610734296668,0.14803892657033324,0.8874640146558492,0.21708976707668148,0.37450929076158074,0.5915990578382622
Kossuth,2021-10,2021,10,14515,11340,2395,4443,2964,37,9839,231,322,758,14,1325,11164,Voter Registration/data_csv/2021-10.csv,NA,NA,0.21452884270870656,0.39797563597276964,0.26549623790756,NA,0.6125044786814762,0.8813149408814045,0.11868505911859549,0.9844797178130511,0.23156966490299824,0.4201940035273369,0.6517636684303352
Lee,2021-10,2021,10,33257,26165,7290,5485,5674,137,18586,1321,599,2318,58,4296,22882,Voter Registration/data_csv/2021-10.csv,NA,NA,0.31859103225242547,0.23970806747661919,0.24796783497945984,NA,0.5582990997290447,0.812254173586225,0.18774582641377502,0.8745270399388496,0.3291037645709918,0.23252436460921078,0.5616281291802026
Linn,2021-10,2021,10,229445,177281,54359,38376,43017,1423,137175,7608,4520,10857,440,23425,160600,Voter Registration/data_csv/2021-10.csv,NA,NA,0.3384744707347447,0.23895392278953922,0.2678518057285181,NA,0.5774283935242839,0.8541407222914073,0.14585927770859278,0.9059064423147433,0.34954112397831694,0.24196614414404252,0.5915072681223594
Louisa,2021-10,2021,10,10724,8391,1473,2588,1878,27,5966,294,249,711,11,1265,7231,Voter Registration/data_csv/2021-10.csv,NA,NA,0.20370626469368,0.35790347116581384,0.259715115475038,NA,0.5616097358594938,0.8250587747199557,0.17494122528004424,0.8617566440233584,0.21058276725062566,0.3381003456083899,0.5486831128590156
Lucas,2021-10,2021,10,8706,6674,1094,2409,1529,28,5060,171,252,469,8,900,5960,Voter Registration/data_csv/2021-10.csv,NA,NA,0.18355704697986577,0.4041946308724832,0.25654362416107385,NA,0.5877516778523489,0.8489932885906041,0.15100671140939598,0.8930176805513935,0.18954150434522027,0.3987114174408151,0.5882529217860354
Lyon,2021-10,2021,10,12040,8646,698,5814,976,17,7505,132,502,362,6,1002,8507,Voter Registration/data_csv/2021-10.csv,NA,NA,0.08205007640766428,0.6834371693899142,0.11472904666745033,NA,0.7654872457975784,0.8822146467614905,0.11778535323850946,0.9839232014804534,0.09599814943326394,0.7305112190608374,0.8265093684941013
Madison,2021-10,2021,10,16793,12591,2592,4625,3316,83,10616,304,425,723,19,1471,12087,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2144452717795979,0.38264250848018533,0.2743443368908745,NA,0.5970877802597833,0.8782989989244643,0.1217010010755357,0.9599714081486777,0.23000555952664603,0.4010801366055119,0.6310856961321579
Mahaska,2021-10,2021,10,21974,16760,2306,6726,3407,113,12552,428,643,1170,21,2262,14814,Voter Registration/data_csv/2021-10.csv,NA,NA,0.15566356149588229,0.45402997164844067,0.2299851491832051,NA,0.609693533144323,0.8473066018631025,0.15269339813689753,0.883890214797136,0.16312649164677803,0.4396778042959427,0.6028042959427208
Marion,2021-10,2021,10,33441,25628,4846,10004,6046,147,21043,695,955,1594,27,3271,24314,Voter Registration/data_csv/2021-10.csv,NA,NA,0.19930904005922515,0.41145019330426913,0.24866332154314386,NA,0.6107592333634942,0.8654684543884182,0.13453154561158182,0.9487279538005307,0.21620883408771657,0.4276182300608709,0.6438270641485875
Marshall,2021-10,2021,10,39913,29821,6917,7215,5797,142,20071,1184,822,2372,54,4432,24503,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2822919642492756,0.29445374035832345,0.2365832755172836,NA,0.576745704607599,0.8191241888748316,0.18087581112516835,0.8216692934509239,0.2716542034137018,0.2695080647865598,0.5411622682002616
Mills,2021-10,2021,10,14467,11128,1807,5160,2168,100,9235,336,631,795,39,1801,11036,Voter Registration/data_csv/2021-10.csv,NA,NA,0.16373686118158753,0.46756071040231967,0.19644798840159478,NA,0.6312975715839072,0.8368068140630663,0.16319318593693366,0.9917325664989216,0.19257728253055356,0.5203989935298347,0.7129762760603882
Mitchell,2021-10,2021,10,10563,8024,1566,2575,2159,43,6343,205,245,557,13,1020,7363,Voter Registration/data_csv/2021-10.csv,NA,NA,0.21268504685590112,0.34972158087735977,0.2932228711123184,NA,0.5624066277332609,0.8614695097107158,0.13853049028928427,0.9176221335992024,0.22071286141575275,0.3514456630109671,0.5721585244267198
Monona,2021-10,2021,10,8598,6669,1346,2358,1504,36,5244,235,240,472,17,964,6208,Voter Registration/data_csv/2021-10.csv,NA,NA,0.21681701030927836,0.3798324742268041,0.2422680412371134,NA,0.5966494845360825,0.8447164948453608,0.15528350515463918,0.9308741940320888,0.23706702654071074,0.38956365272154747,0.6266306792622582
Monroe,2021-10,2021,10,7581,5808,1172,1994,1318,25,4509,162,176,316,12,666,5175,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2264734299516908,0.38531400966183577,0.25468599033816425,NA,0.6117874396135266,0.871304347826087,0.12869565217391304,0.8910123966942148,0.2296831955922865,0.3736225895316804,0.6033057851239669
Montgomery,2021-10,2021,10,10316,7965,1070,3362,1535,39,6006,201,436,659,14,1310,7316,Voter Registration/data_csv/2021-10.csv,NA,NA,0.14625478403499179,0.4595407326407873,0.20981410606889012,NA,0.6057955166757791,0.8209404045926736,0.1790595954073264,0.9185185185185185,0.1595731324544884,0.4768361581920904,0.6364092906465788
Muscatine,2021-10,2021,10,42674,32374,7271,7952,7570,203,22996,1635,1100,3052,78,5865,28861,Voter Registration/data_csv/2021-10.csv,NA,NA,0.2519316724992204,0.275527528498666,0.26229167388517377,NA,0.5274592009978865,0.7967845881986071,0.20321541180139288,0.89148699573732,0.27509730030271207,0.27960709211095325,0.5547043924136653
O'Brien,2021-10,2021,10,14044,10652,1101,5438,1699,50,8288,240,567,614,17,1438,9726,Voter Registration/data_csv/2021-10.csv,NA,NA,0.11320172732880937,0.5591198848447461,0.17468640756734527,NA,0.6723216121735555,0.8521488792926177,0.14785112070738227,0.9130679684566279,0.12589185129553135,0.5637438978595569,0.6896357491550883
Osceola,2021-10,2021,10,6170,4712,425,2410,820,17,3672,75,209,293,4,581,4253,Voter Registration/data_csv/2021-10.csv,NA,NA,0.09992946155654832,0.5666588290618387,0.19280507876792852,NA,0.6665882906183871,0.8633905478485775,0.13660945215142253,0.9025891341256367,0.10611205432937182,0.5558149405772496,0.6619269949066213
Page,2021-10,2021,10,15220,12464,1513,4908,2009,63,8493,312,558,853,16,1739,10232,Voter Registration/data_csv/2021-10.csv,NA,NA,0.147869429241595,0.4796716184519156,0.19634480062548867,NA,0.6275410476935106,0.8300430023455825,0.16995699765441752,0.8209242618741976,0.1464216944801027,0.43854300385109113,0.5849646983311938
Palo Alto,2021-10,2021,10,8923,6855,1650,2224,1608,25,5507,200,168,466,13,847,6354,Voter Registration/data_csv/2021-10.csv,NA,NA,0.25967894239848915,0.35001573811772113,0.2530689329556185,NA,0.6096946805162102,0.8666981429021089,0.13330185709789108,0.9269146608315099,0.2698760029175784,0.3489423778264041,0.6188183807439824
